,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,arrival_date
34914,Resort Hotel,0,152,2017,4,14,5,0,4,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,D,2,No Deposit,,223.0,0,Transient-Party,48.0,0,0,Check-Out,2017-04-09,2017-04-05
61540,City Hotel,1,8,2016,12,51,16,0,2,1,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,78.0,0,0,Canceled,2016-12-09,2016-12-16
84200,City Hotel,0,15,2016,2,8,18,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,196.0,,0,Transient-Party,92.0,0,0,Check-Out,2016-02-21,2016-02-18
92765,City Hotel,0,7,2016,7,29,11,1,0,1,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,154.0,0,1,Check-Out,2016-07-12,2016-07-11
58433,City Hotel,1,279,2016,10,42,12,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,98.0,,0,Transient,110.0,0,0,Canceled,2016-05-05,2016-10-12
97082,City Hotel,0,104,2016,9,37,5,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,89.0,,0,Transient,98.64,0,1,Check-Out,2016-09-12,2016-09-05
96366,City Hotel,0,50,2016,8,36,30,0,3,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,181.8,0,0,Check-Out,2016-09-02,2016-08-30
105001,City Hotel,0,31,2017,1,4,22,2,3,1,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,67.58,0,1,Check-Out,2017-01-27,2017-01-22
89300,City Hotel,0,25,2016,5,21,19,0,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9.0,,0,Transient,221.0,0,0,Check-Out,2016-05-20,2016-05-19
275,Resort Hotel,0,86,2015,7,28,10,3,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,112.2,0,0,Check-Out,2015-07-20,2015-07-10
80933,City Hotel,0,4,2015,11,48,27,0,2,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-11-29,2015-11-27
64510,City Hotel,1,127,2017,3,10,11,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,0,Transient,80.0,0,0,Canceled,2017-01-10,2017-03-11
74961,City Hotel,1,164,2015,8,33,14,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,60.0,0,0,Canceled,2015-06-15,2015-08-14
87515,City Hotel,0,141,2016,4,17,17,2,2,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,27.0,,0,Transient,80.75,0,0,Check-Out,2016-04-21,2016-04-17
28226,Resort Hotel,0,248,2016,9,39,23,1,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,80.0,0,1,Check-Out,2016-09-26,2016-09-23
15323,Resort Hotel,1,279,2015,10,41,8,2,5,2,0.0,0,HB,IRL,Groups,TA/TO,0,1,0,A,A,0,No Deposit,142.0,,0,Transient-Party,63.4,0,0,Canceled,2015-07-07,2015-10-08
47443,City Hotel,0,50,2016,2,9,21,2,3,2,0.0,0,BB,CHE,Direct,Direct,0,0,0,B,B,1,No Deposit,14.0,,0,Transient-Party,65.11,0,0,Check-Out,2016-02-26,2016-02-21
74322,City Hotel,1,262,2015,7,28,6,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Contract,62.0,0,0,Canceled,2015-01-01,2015-07-06
26064,Resort Hotel,0,80,2016,7,29,16,2,2,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient-Party,172.0,0,1,Check-Out,2016-07-20,2016-07-16
58703,City Hotel,1,162,2016,10,42,14,2,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,34.0,,0,Transient,115.0,0,0,Canceled,2016-08-11,2016-10-14
31941,Resort Hotel,0,5,2017,1,2,9,1,3,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,250.0,,0,Transient,39.0,0,0,Check-Out,2017-01-13,2017-01-09
75017,City Hotel,1,268,2015,7,29,12,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,5.0,,0,Transient,82.0,0,0,Canceled,2015-06-26,2015-07-12
4680,Resort Hotel,1,62,2016,3,14,27,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,,0,Transient,69.33,0,2,Canceled,2016-01-28,2016-03-27
45436,City Hotel,0,72,2015,10,44,28,0,3,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2015-10-31,2015-10-28
21991,Resort Hotel,0,40,2016,3,11,9,2,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,2,Check-Out,2016-03-15,2016-03-09
14977,Resort Hotel,1,166,2015,7,29,15,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,24,0,A,A,0,Non Refund,,,0,Transient,121.5,0,0,Canceled,2015-04-28,2015-07-15
112559,City Hotel,0,25,2017,5,21,22,1,3,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,145.0,0,1,Check-Out,2017-05-26,2017-05-22
22290,Resort Hotel,0,0,2016,3,12,16,2,5,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,171.0,,0,Transient,55.0,0,0,Check-Out,2016-03-23,2016-03-16
89927,City Hotel,0,61,2016,5,22,28,1,1,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,8.0,,0,Transient,140.4,0,2,Check-Out,2016-05-30,2016-05-28
6790,Resort Hotel,1,170,2016,7,27,2,2,1,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,103.76,0,3,Canceled,2016-03-10,2016-07-02
114817,City Hotel,0,396,2017,6,26,25,2,0,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,122.4,0,1,Check-Out,2017-06-27,2017-06-25
98541,City Hotel,0,4,2016,9,40,25,2,4,2,0.0,0,BB,CHE,Direct,Direct,0,0,0,E,E,1,No Deposit,,,0,Transient,187.25,0,0,Check-Out,2016-10-01,2016-09-25
51065,City Hotel,1,309,2016,5,20,13,1,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,215,Transient-Party,101.0,0,0,Canceled,2016-02-09,2016-05-13
12544,Resort Hotel,1,317,2017,7,27,3,3,7,3,1.0,0,BB,NOR,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,184.0,0,0,Canceled,2016-08-29,2017-07-03
54720,City Hotel,0,205,2016,7,31,24,2,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.95,0,0,Check-Out,2016-07-28,2016-07-24
23818,Resort Hotel,0,113,2016,4,18,28,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,,0,Contract,86.38,0,0,Check-Out,2016-05-05,2016-04-28
12062,Resort Hotel,1,108,2017,6,24,11,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,410.0,,0,Transient,63.0,0,0,Canceled,2017-02-23,2017-06-11
3034,Resort Hotel,0,49,2015,11,46,12,0,2,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient-Party,68.0,0,2,Check-Out,2015-11-14,2015-11-12
61687,City Hotel,1,190,2016,12,52,22,3,8,3,0.0,0,BB,UKR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,117.45,0,0,Canceled,2016-06-16,2016-12-22
57034,City Hotel,1,205,2016,9,38,16,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,120.0,0,0,Canceled,2016-03-15,2016-09-16
80981,City Hotel,1,10,2015,12,49,3,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,7.0,,0,Transient,72.21,0,0,Canceled,2015-12-01,2015-12-03
114188,City Hotel,0,156,2017,6,24,15,0,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,162.0,0,2,Check-Out,2017-06-18,2017-06-15
19541,Resort Hotel,0,0,2015,12,52,26,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,E,0,No Deposit,,,0,Transient,65.0,0,0,Check-Out,2015-12-27,2015-12-26
100572,City Hotel,0,12,2016,10,44,26,0,4,2,2.0,0,BB,GBR,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,168.0,0,0,Check-Out,2016-10-30,2016-10-26
88909,City Hotel,0,47,2016,5,20,11,0,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,116.1,0,1,Check-Out,2016-05-14,2016-05-11
54405,City Hotel,1,9,2016,7,29,15,0,1,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,197.0,0,1,Canceled,2016-07-13,2016-07-15
82043,City Hotel,1,305,2016,10,40,1,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,35.0,,17,Transient,100.0,0,0,Canceled,2015-12-18,2016-10-01
50501,City Hotel,1,437,2016,5,19,2,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,60.0,0,0,Canceled,2016-03-14,2016-05-02
70014,City Hotel,1,169,2017,6,23,8,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,0,Transient,170.0,0,0,Canceled,2016-12-21,2017-06-08
84005,City Hotel,0,4,2016,2,8,16,0,1,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.0,0,0,Check-Out,2016-02-17,2016-02-16
31376,Resort Hotel,0,128,2016,12,52,21,2,4,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient-Party,77.1,1,2,Check-Out,2016-12-27,2016-12-21
102548,City Hotel,0,34,2016,11,49,27,2,2,2,0.0,0,BB,FIN,Direct,Direct,0,0,0,D,D,1,No Deposit,14.0,,0,Transient-Party,80.0,0,0,Check-Out,2016-12-01,2016-11-27
84470,City Hotel,0,14,2016,2,9,24,0,3,3,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,118.0,0,1,Check-Out,2016-02-27,2016-02-24
52071,City Hotel,1,56,2016,5,23,30,1,0,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,120.0,0,0,Canceled,2016-05-02,2016-05-30
66911,City Hotel,1,156,2017,4,17,26,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,100.0,0,0,Canceled,2016-11-21,2017-04-26
40282,City Hotel,0,12,2015,7,29,18,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-07-22,2015-07-18
71775,City Hotel,1,451,2017,7,28,12,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,90.0,0,0,Canceled,2017-06-07,2017-07-12
107256,City Hotel,0,28,2017,3,10,7,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,28.0,,0,Contract,68.0,0,0,Check-Out,2017-03-10,2017-03-07
12760,Resort Hotel,1,113,2017,7,28,15,3,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,184.44,0,1,Canceled,2017-03-31,2017-07-15
18755,Resort Hotel,0,10,2015,11,48,28,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient-Party,25.0,0,1,Check-Out,2015-11-29,2015-11-28
74141,City Hotel,1,342,2015,9,39,24,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,2015-01-01,2015-09-24
115488,City Hotel,0,34,2017,7,27,5,0,2,1,0.0,0,BB,AUT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,,,0,Transient-Party,115.0,0,0,Check-Out,2017-07-07,2017-07-05
18182,Resort Hotel,0,0,2015,11,46,10,0,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,50.0,0,0,Check-Out,2015-11-12,2015-11-10
58103,City Hotel,1,454,2016,10,41,6,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21,2016-10-06
647,Resort Hotel,1,67,2015,7,30,24,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,135.0,0,1,Canceled,2015-07-06,2015-07-24
22293,Resort Hotel,0,18,2016,3,12,18,2,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,80.0,0,1,Check-Out,2016-03-23,2016-03-18
95089,City Hotel,0,195,2016,8,33,8,2,5,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient,72.25,0,0,Check-Out,2016-08-15,2016-08-08
3564,Resort Hotel,0,65,2015,12,52,23,2,8,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,82.17,0,1,Check-Out,2016-01-02,2015-12-23
94124,City Hotel,0,198,2016,7,31,30,1,1,2,0.0,0,HB,ITA,Groups,TA/TO,0,0,0,A,C,0,No Deposit,1.0,,0,Transient-Party,96.0,0,1,Check-Out,2016-08-01,2016-07-30
108037,City Hotel,0,128,2017,3,12,21,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,93.6,0,1,Check-Out,2017-03-22,2017-03-21
65145,City Hotel,1,278,2017,3,12,25,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,0,Transient,90.0,0,0,Canceled,2017-02-13,2017-03-25
33058,Resort Hotel,0,22,2017,2,7,12,1,0,2,2.0,0,BB,USA,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,242.0,,0,Transient,73.06,0,1,Check-Out,2017-02-13,2017-02-12
72336,City Hotel,1,243,2017,7,30,26,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,110.0,0,0,Canceled,2016-11-25,2017-07-26
88296,City Hotel,0,80,2016,5,19,2,1,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.9,0,1,Check-Out,2016-05-04,2016-05-02
10075,Resort Hotel,1,238,2017,2,6,10,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,155.0,,0,Transient,54.0,0,0,Canceled,2016-12-15,2017-02-10
39256,Resort Hotel,0,233,2017,8,31,2,2,9,2,1.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,133.07,0,1,Check-Out,2017-08-13,2017-08-02
118657,City Hotel,0,168,2017,8,34,20,2,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,112.5,0,2,Check-Out,2017-08-24,2017-08-20
80030,City Hotel,0,0,2016,1,2,7,0,1,1,0.0,0,SC,PRT,Online TA,TA/TO,1,11,0,A,A,1,No Deposit,9.0,,0,Transient,77.5,1,0,Check-Out,2016-01-08,2016-01-07
71589,City Hotel,1,140,2017,7,27,8,2,1,3,0.0,0,HB,USA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,177.3,0,0,Canceled,2017-02-21,2017-07-08
434,Resort Hotel,1,66,2015,7,29,16,0,2,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,195.0,0,1,Canceled,2015-07-02,2015-07-16
78462,City Hotel,0,18,2015,10,41,9,0,1,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,126.0,0,1,Check-Out,2015-10-10,2015-10-09
78,Resort Hotel,0,72,2015,7,27,3,2,2,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,105.0,,0,Transient,110.7,1,0,Check-Out,2015-07-07,2015-07-03
36687,Resort Hotel,0,6,2017,5,21,21,2,4,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,250.0,,0,Transient,153.33,0,0,Check-Out,2017-05-27,2017-05-21
36395,Resort Hotel,0,119,2017,5,19,7,4,9,2,0.0,0,FB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,314.0,,0,Transient-Party,118.8,0,0,Check-Out,2017-05-20,2017-05-07
41097,City Hotel,0,41,2015,8,33,12,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-08-14,2015-08-12
2296,Resort Hotel,0,77,2015,10,41,9,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Contract,56.0,1,1,Check-Out,2015-10-11,2015-10-09
85418,City Hotel,0,60,2016,3,12,14,1,3,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,82.45,0,1,Check-Out,2016-03-18,2016-03-14
9876,Resort Hotel,1,40,2017,1,3,16,1,2,1,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,55.0,0,0,Canceled,2017-01-05,2017-01-16
8167,Resort Hotel,0,336,2016,9,38,15,0,3,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,E,0,No Deposit,,223.0,0,Transient-Party,74.0,0,0,Check-Out,2016-09-18,2016-09-15
16262,Resort Hotel,0,73,2015,8,32,8,4,10,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,147.0,,0,Transient,127.26,0,0,Check-Out,2015-08-22,2015-08-08
22873,Resort Hotel,0,6,2016,4,15,5,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,65.0,0,1,Check-Out,2016-04-09,2016-04-05
70273,City Hotel,1,42,2017,6,24,13,0,3,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,120.0,0,0,Canceled,2017-05-20,2017-06-13
72927,City Hotel,1,180,2017,8,32,10,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,175.5,0,0,Canceled,2017-06-23,2017-08-10
39830,Resort Hotel,0,202,2017,8,34,21,3,6,2,2.0,0,HB,PRT,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,314.0,,0,Transient,196.5,1,0,Check-Out,2017-08-30,2017-08-21
57282,City Hotel,1,19,2016,9,39,22,1,3,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,141.5,0,0,Canceled,2016-09-03,2016-09-22
81319,City Hotel,0,74,2015,12,49,4,2,2,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,106.0,0,0,Check-Out,2015-12-08,2015-12-04
43258,City Hotel,0,56,2015,9,38,17,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,20.0,,0,Transient-Party,82.0,0,0,Check-Out,2015-09-19,2015-09-17
3769,Resort Hotel,1,113,2016,1,1,2,0,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,305.0,,0,Transient,72.0,0,0,Canceled,2015-11-16,2016-01-02
60986,City Hotel,1,35,2016,11,49,28,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,75.0,0,0,Canceled,2016-11-25,2016-11-28
64924,City Hotel,1,47,2017,3,12,21,0,2,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,167.4,0,0,Canceled,2017-02-02,2017-03-21
48483,City Hotel,1,37,2016,3,13,24,0,3,1,0.0,0,BB,LBN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,112.2,0,0,Canceled,2016-02-16,2016-03-24
17550,Resort Hotel,0,14,2015,10,42,13,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,62.0,1,0,Check-Out,2015-10-14,2015-10-13
107589,City Hotel,0,3,2017,3,10,11,2,2,2,0.0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,7.0,,0,Transient,63.31,0,0,Check-Out,2017-03-15,2017-03-11
86723,City Hotel,0,124,2016,4,15,4,1,3,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,70.0,0,1,Check-Out,2016-04-08,2016-04-04
29757,Resort Hotel,0,181,2016,10,44,29,2,5,2,0.0,0,HB,IRL,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,314.0,,0,Transient,74.49,0,0,Check-Out,2016-11-05,2016-10-29
45856,City Hotel,1,98,2015,11,48,23,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,2,No Deposit,37.0,,0,Transient-Party,75.0,0,0,Canceled,2015-11-23,2015-11-23
12680,Resort Hotel,1,62,2017,7,28,11,1,5,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,No Deposit,531.0,,0,Transient,146.0,0,0,Canceled,2017-05-12,2017-07-11
107634,City Hotel,0,84,2017,3,11,12,2,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,67.15,0,1,Check-Out,2017-03-16,2017-03-12
103428,City Hotel,0,127,2016,12,52,22,0,2,2,0.0,0,BB,IND,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.0,0,3,Check-Out,2016-12-24,2016-12-22
60149,City Hotel,1,325,2016,11,46,6,2,3,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,189.55,0,1,Canceled,2016-09-22,2016-11-06
5079,Resort Hotel,1,183,2016,4,16,16,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,298.0,,0,Transient-Party,85.0,0,0,Canceled,2016-03-16,2016-04-16
21645,Resort Hotel,0,27,2017,5,18,1,1,2,2,0.0,0,BB,PRT,Direct,TA/TO,1,0,1,D,D,0,No Deposit,250.0,,0,Transient,99.0,0,2,Check-Out,2017-05-04,2017-05-01
93462,City Hotel,0,182,2016,7,30,17,2,3,2,0.0,0,BB,BEL,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,80.75,0,1,Check-Out,2016-07-22,2016-07-17
105682,City Hotel,0,141,2017,2,6,10,2,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,75.0,0,1,Check-Out,2017-02-14,2017-02-10
54155,City Hotel,1,127,2016,7,28,7,0,3,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,103.5,0,0,Canceled,2016-05-05,2016-07-07
45466,City Hotel,0,58,2015,10,44,30,0,2,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,66.53,0,1,Check-Out,2015-11-01,2015-10-30
61386,City Hotel,1,322,2016,12,50,9,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,20.0,,0,Transient,52.0,0,0,Canceled,2016-03-15,2016-12-09
89171,City Hotel,0,2,2016,5,21,15,2,2,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,21.0,,0,Transient-Party,66.88,0,0,Check-Out,2016-05-19,2016-05-15
82196,City Hotel,1,30,2015,12,53,28,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,8.0,,0,Transient,67.5,0,0,Canceled,2015-12-23,2015-12-28
15180,Resort Hotel,1,246,2015,9,36,5,2,5,2,0.0,0,BB,,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,96.0,,0,Transient-Party,58.95,0,0,Canceled,2015-06-17,2015-09-05
23657,Resort Hotel,0,2,2016,4,18,26,0,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,84.5,1,1,Check-Out,2016-04-30,2016-04-26
25229,Resort Hotel,0,0,2016,6,25,18,0,1,2,0.0,0,BB,AGO,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,112.5,0,0,Check-Out,2016-06-19,2016-06-18
96122,City Hotel,0,143,2016,8,35,25,1,3,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,22.0,,0,Transient,112.45,0,0,Check-Out,2016-08-29,2016-08-25
27665,Resort Hotel,0,189,2016,8,36,29,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240.0,,0,Transient,168.71,0,1,Check-Out,2016-09-05,2016-08-29
88478,City Hotel,0,166,2016,5,19,3,0,4,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,85.0,0,0,Check-Out,2016-05-07,2016-05-03
